Loan_ID,Interest_Rate,Surge_Pricing_Type
10209946,1,2
10209947,1,2
10209948,1,2
10209949,1,3
10209950,1,2
10209951,1,3
10209952,1,2
10209953,1,2
10209954,1,2
10209955,1,3
10209956,1,2
10209957,1,3
10209958,1,3
10209959,1,3
10209960,1,3
10209961,1,3
10209962,1,3
10209963,1,3
10209964,1,2
10209965,1,3
10209966,1,2
10209967,1,3
10209968,1,2
10209969,1,1
10209970,1,2
10209971,1,2
10209972,1,2
10209973,1,3
10209974,1,3
10209975,1,3
10209976,1,1
10209977,1,2
10209978,1,3
10209979,1,2
10209980,1,2
10209981,1,2
10209982,1,2
10209983,1,3
10209984,1,2
10209985,1,3
10209986,1,3
10209987,1,2
10209988,1,2
10209989,1,3
10209990,1,2
10209991,1,3
10209992,1,2
10209993,1,1
10209994,1,3
10209995,1,3
10209996,1,3
10209997,1,3
10209998,1,3
10209999,1,2
10210000,1,3
10210001,1,2
10210002,1,2
10210003,1,2
10210004,1,3
10210005,1,2
10210006,1,2
10210007,1,3
10210008,1,2
10210009,1,2
10210010,1,2
10210011,1,2
10210012,1,3
10210013,1,3
10210014,1,2
10210015,1,2
10210016,1,2
10210017,1,2
10210018,1,2
10210019,1,3
10210020,1,3
10210021,1,3
10210022,1,2
10210023,1,2
10210024,1,2
10210025,1,3
10210026,1,2
10210027,1,3
10210028,1,2
10210029,1,3
10210030,1,3
10210031,1,2
10210032,1,3
10210033,1,2
10210034,1,3
10210035,1,2
10210036,1,2
10210037,1,3
10210038,1,2
10210039,1,2
10210040,1,2
10210041,1,2
10210042,1,3
10210043,1,2
10210044,1,3
10210045,1,3
10210046,1,2
10210047,1,2
10210048,1,2
10210049,1,3
10210050,1,2
10210051,1,3
10210052,1,2
10210053,1,3
10210054,1,3
10210055,1,2
10210056,1,2
10210057,1,3
10210058,1,3
10210059,1,2
10210060,1,2
10210061,1,2
10210062,1,3
10210063,1,3
10210064,1,3
10210065,1,3
10210066,1,2
10210067,1,3
10210068,1,3
10210069,1,2
10210070,1,3
10210071,1,3
10210072,1,3
10210073,1,3
10210074,1,2
10210075,1,3
10210076,1,3
10210077,1,2
10210078,1,2
10210079,1,3
10210080,1,3
10210081,1,1
10210082,1,3
10210083,1,3
10210084,1,2
10210085,1,2
10210086,1,3
10210087,1,1
10210088,1,1
10210089,1,2
10210090,1,2
10210091,1,3
10210092,1,2
10210093,1,3
10210094,1,3
10210095,1,3
10210096,1,2
10210097,1,2
10210098,1,3
10210099,1,3
10210100,1,2
10210101,1,2
10210102,1,2
10210103,1,1
10210104,1,2
10210105,1,3
10210106,1,3
10210107,1,1
10210108,1,2
10210109,1,3
10210110,1,2
10210111,1,2
10210112,1,3
10210113,1,2
10210114,1,2
10210115,1,3
10210116,1,3
10210117,1,2
10210118,1,3
10210119,1,2
10210120,1,1
10210121,1,2
10210122,1,3
10210123,1,3
10210124,1,2
10210125,1,2
10210126,1,3
10210127,1,3
10210128,1,2
10210129,1,3
10210130,1,3
10210131,1,2
10210132,1,2
10210133,1,3
10210134,1,3
10210135,1,3
10210136,1,3
10210137,1,2
10210138,1,2
10210139,1,2
10210140,1,2
10210141,1,2
10210142,1,3
10210143,1,3
10210144,1,3
10210145,1,2
10210146,1,2
10210147,1,2
10210148,1,2
10210149,1,2
10210150,1,3
10210151,1,3
10210152,1,2
10210153,1,3
10210154,1,2
10210155,1,3
10210156,1,3
10210157,1,3
10210158,1,3
10210159,1,2
10210160,1,2
10210161,1,3
10210162,1,2
10210163,1,3
10210164,1,3
10210165,1,3
10210166,1,2
10210167,1,2
10210168,1,3
10210169,1,3
10210170,1,3
10210171,1,2
10210172,1,2
10210173,1,2
10210174,1,2
10210175,1,2
10210176,1,2
10210177,1,3
10210178,1,3
10210179,1,3
10210180,1,2
10210181,1,2
10210182,1,2
10210183,1,3
10210184,1,2
10210185,1,3
10210186,1,1
10210187,1,3
10210188,1,2
10210189,1,2
10210190,1,3
10210191,1,3
10210192,1,2
10210193,1,2
10210194,1,3
10210195,1,2
10210196,1,3
10210197,1,3
10210198,1,2
10210199,1,3
10210200,1,3
10210201,1,2
10210202,1,2
10210203,1,2
10210204,1,2
10210205,1,3
10210206,1,2
10210207,1,3
10210208,1,2
10210209,1,3
10210210,1,3
10210211,1,2
10210212,1,2
10210213,1,2
10210214,1,2
10210215,1,2
10210216,1,3
10210217,1,2
10210218,1,3
10210219,1,2
10210220,1,2
10210221,1,3
10210222,1,2
10210223,1,3
10210224,1,3
10210225,1,2
10210226,1,3
10210227,1,2
10210228,1,2
10210229,1,2
10210230,1,2
10210231,1,3
10210232,1,2
10210233,1,2
10210234,1,2
10210235,1,3
10210236,1,2
10210237,1,2
10210238,1,2
10210239,1,2
10210240,1,2
10210241,1,2
10210242,1,2
10210243,1,3
10210244,1,3
10210245,1,2
10210246,1,2
10210247,1,2
10210248,1,2
10210249,1,2
10210250,1,3
10210251,1,2
10210252,1,3
10210253,1,3
10210254,1,2
10210255,1,3
10210256,1,2
10210257,1,3
10210258,1,2
10210259,1,2
10210260,1,2
10210261,1,2
10210262,1,2
10210263,1,2
10210264,1,2
10210265,1,1
10210266,1,3
10210267,1,3
10210268,1,2
10210269,1,2
10210270,1,2
10210271,1,3
10210272,1,3
10210273,1,3
10210274,1,3
10210275,1,3
10210276,1,3
10210277,1,2
10210278,1,2
10210279,1,2
10210280,1,3
10210281,1,2
10210282,1,2
10210283,1,3
10210284,1,3
10210285,1,2
10210286,1,3
10210287,1,2
10210288,1,2
10210289,1,3
10210290,1,2
10210291,1,3
10210292,1,2
10210293,1,3
10210294,1,2
10210295,1,2
10210296,1,2
10210297,1,2
10210298,1,2
10210299,1,2
10210300,1,2
10210301,1,2
10210302,1,2
10210303,1,3
10210304,1,2
10210305,1,3
10210306,1,3
10210307,1,3
10210308,1,2
10210309,1,2
10210310,1,2
10210311,1,3
10210312,1,2
10210313,1,3
10210314,1,2
10210315,1,2
10210316,1,3
10210317,1,3
10210318,1,2
10210319,1,2
10210320,1,2
10210321,1,2
10210322,1,2
10210323,1,2
10210324,1,2
10210325,1,2
10210326,1,2
10210327,1,2
10210328,1,2
10210329,1,3
10210330,1,3
10210331,1,2
10210332,1,3
10210333,1,3
10210334,1,2
10210335,1,2
10210336,1,2
10210337,1,3
10210338,1,3
10210339,1,2
10210340,1,3
10210341,1,3
10210342,1,2
10210343,1,3
10210344,1,2
10210345,1,2
10210346,1,3
10210347,1,2
10210348,1,2
10210349,1,2
10210350,1,2
10210351,1,2
10210352,1,3
10210353,1,2
10210354,1,3
10210355,1,2
10210356,1,3
10210357,1,2
10210358,1,2
10210359,1,2
10210360,1,2
10210361,1,2
10210362,1,2
10210363,1,2
10210364,1,2
10210365,1,2
10210366,1,3
10210367,1,3
10210368,1,2
10210369,1,2
10210370,1,3
10210371,1,2
10210372,1,2
10210373,1,3
10210374,1,2
10210375,1,3
10210376,1,2
10210377,1,3
10210378,1,2
10210379,1,2
10210380,1,2
10210381,1,3
10210382,1,3
10210383,1,2
10210384,1,2
10210385,1,2
10210386,1,2
10210387,1,2
10210388,1,2
10210389,1,2
10210390,1,1
10210391,1,3
10210392,1,3
10210393,1,2
10210394,1,2
10210395,1,3
10210396,1,2
10210397,1,2
10210398,1,3
10210399,1,3
10210400,1,3
10210401,1,3
10210402,1,2
10210403,1,2
10210404,1,3
10210405,1,3
10210406,1,2
10210407,1,2
10210408,1,1
10210409,1,3
10210410,1,2
10210411,1,3
10210412,1,2
10210413,1,3
10210414,1,3
10210415,1,3
10210416,1,3
10210417,1,3
10210418,1,3
10210419,1,2
10210420,1,2
10210421,1,3
10210422,1,3
10210423,1,2
10210424,1,2
10210425,1,2
10210426,1,2
10210427,1,2
10210428,1,1
10210429,1,2
10210430,1,2
10210431,1,3
10210432,1,3
10210433,1,2
10210434,1,2
10210435,1,2
10210436,1,3
10210437,1,3
10210438,1,2
10210439,1,3
10210440,1,2
10210441,1,2
10210442,1,3
10210443,1,2
10210444,1,3
10210445,1,2
10210446,1,3
10210447,1,3
10210448,1,3
10210449,1,2
10210450,1,3
10210451,1,3
10210452,1,3
10210453,1,2
10210454,1,2
10210455,1,3
10210456,1,3
10210457,1,2
10210458,1,3
10210459,1,2
10210460,1,2
10210461,1,3
10210462,1,2
10210463,1,2
10210464,1,2
10210465,1,2
10210466,1,3
10210467,1,2
10210468,1,3
10210469,1,2
10210470,1,2
10210471,1,3
10210472,1,2
10210473,1,2
10210474,1,2
10210475,1,1
10210476,1,1
10210477,1,2
10210478,1,2
10210479,1,3
10210480,1,3
10210481,1,2
10210482,1,3
10210483,1,3
10210484,1,3
10210485,1,3
10210486,1,2
10210487,1,3
10210488,1,3
10210489,1,2
10210490,1,2
10210491,1,2
10210492,1,3
10210493,1,2
10210494,1,2
10210495,1,2
10210496,1,3
10210497,1,3
10210498,1,2
10210499,1,2
10210500,1,2
10210501,1,2
10210502,1,2
10210503,1,3
10210504,1,2
10210505,1,3
10210506,1,1
10210507,1,3
10210508,1,3
10210509,1,2
10210510,1,3
10210511,1,3
10210512,1,3
10210513,1,2
10210514,1,2
10210515,1,2
10210516,1,3
10210517,1,3
10210518,1,2
10210519,1,2
10210520,1,3
10210521,1,3
10210522,1,2
10210523,1,2
10210524,1,2
10210525,1,2
10210526,1,2
10210527,1,2
10210528,1,2
10210529,1,3
10210530,1,2
10210531,1,3
10210532,1,2
10210533,1,3
10210534,1,2
10210535,1,2
10210536,1,1
10210537,1,3
10210538,1,2
10210539,1,3
10210540,1,3
10210541,1,3
10210542,1,2
10210543,1,2
10210544,1,2
10210545,1,3
10210546,1,2
10210547,1,2
10210548,1,2
10210549,1,3
10210550,1,2
10210551,1,2
10210552,1,3
10210553,1,2
10210554,1,3
10210555,1,3
10210556,1,2
10210557,1,2
10210558,1,2
10210559,1,2
10210560,1,2
10210561,1,3
10210562,1,2
10210563,1,3
10210564,1,2
10210565,1,3
10210566,1,3
10210567,1,3
10210568,1,2
10210569,1,2
10210570,1,2
10210571,1,3
10210572,1,2
10210573,1,2
10210574,1,2
10210575,1,3
10210576,1,3
10210577,1,2
10210578,1,2
10210579,1,3
10210580,1,2
10210581,1,2
10210582,1,2
10210583,1,2
10210584,1,3
10210585,1,3
10210586,1,3
10210587,1,2
10210588,1,3
10210589,1,2
10210590,1,3
10210591,1,2
10210592,1,3
10210593,1,3
10210594,1,2
10210595,1,3
10210596,1,2
10210597,1,3
10210598,1,2
10210599,1,2
10210600,1,2
10210601,1,2
10210602,1,2
10210603,1,2
10210604,1,3
10210605,1,2
10210606,1,2
10210607,1,3
10210608,1,3
10210609,1,2
10210610,1,2
10210611,1,3
10210612,1,3
10210613,1,3
10210614,1,3
10210615,1,2
10210616,1,3
10210617,1,2
10210618,1,3
10210619,1,3
10210620,1,2
10210621,1,3
10210622,1,3
10210623,1,2
10210624,1,2
10210625,1,2
10210626,1,3
10210627,1,2
10210628,1,2
10210629,1,2
10210630,1,3
10210631,1,3
10210632,1,3
10210633,1,3
10210634,1,3
10210635,1,3
10210636,1,2
10210637,1,2
10210638,1,3
10210639,1,3
10210640,1,3
10210641,1,3
10210642,1,2
10210643,1,3
10210644,1,3
10210645,1,2
10210646,1,2
10210647,1,2
10210648,1,3
10210649,1,2
10210650,1,2
10210651,1,1
10210652,1,2
10210653,1,2
10210654,1,2
10210655,1,3
10210656,1,3
10210657,1,2
10210658,1,2
10210659,1,3
10210660,1,2
10210661,1,3
10210662,1,2
10210663,1,3
10210664,1,3
10210665,1,2
10210666,1,3
10210667,1,2
10210668,1,3
10210669,1,3
10210670,1,2
10210671,1,2
10210672,1,3
10210673,1,2
10210674,1,3
10210675,1,3
10210676,1,2
10210677,1,2
10210678,1,3
10210679,1,3
10210680,1,2
10210681,1,2
10210682,1,3
10210683,1,3
10210684,1,3
10210685,1,2
10210686,1,3
10210687,1,3
10210688,1,3
10210689,1,2
10210690,1,2
10210691,1,2
10210692,1,2
10210693,1,2
10210694,1,2
10210695,1,2
10210696,1,2
10210697,1,3
10210698,1,3
10210699,1,3
10210700,1,3
10210701,1,3
10210702,1,3
10210703,1,3
10210704,1,2
10210705,1,3
10210706,1,2
10210707,1,3
10210708,1,1
10210709,1,2
10210710,1,2
10210711,1,3
10210712,1,3
10210713,1,3
10210714,1,2
10210715,1,2
10210716,1,2
10210717,1,3
10210718,1,3
10210719,1,2
10210720,1,3
10210721,1,3
10210722,1,3
10210723,1,3
10210724,1,3
10210725,1,2
10210726,1,2
10210727,1,2
10210728,1,2
10210729,1,2
10210730,1,2
10210731,1,3
10210732,1,2
10210733,1,2
10210734,1,3
10210735,1,2
10210736,1,2
10210737,1,3
10210738,1,3
10210739,1,2
10210740,1,3
10210741,1,2
10210742,1,3
10210743,1,3
10210744,1,3
10210745,1,3
10210746,1,3
10210747,1,2
10210748,1,3
10210749,1,3
10210750,1,3
10210751,1,2
10210752,1,2
10210753,1,2
10210754,1,2
10210755,1,2
10210756,1,3
10210757,1,2
10210758,1,2
10210759,1,3
10210760,1,3
10210761,1,3
10210762,1,2
10210763,1,2
10210764,1,3
10210765,1,1
10210766,1,2
10210767,1,3
10210768,1,2
10210769,1,2
10210770,1,3
10210771,1,2
10210772,1,2
10210773,1,3
10210774,1,3
10210775,1,3
10210776,1,2
10210777,1,2
10210778,1,2
10210779,1,3
10210780,1,2
10210781,1,2
10210782,1,3
10210783,1,2
10210784,1,3
10210785,1,3
10210786,1,3
10210787,1,3
10210788,1,3
10210789,1,3
10210790,1,3
10210791,1,3
10210792,1,3
10210793,1,2
10210794,1,3
10210795,1,3
10210796,1,2
10210797,1,3
10210798,1,2
10210799,1,2
10210800,1,2
10210801,1,3
10210802,1,2
10210803,1,2
10210804,1,3
10210805,1,2
10210806,1,3
10210807,1,3
10210808,1,2
10210809,1,3
10210810,1,3
10210811,1,3
10210812,1,2
10210813,1,3
10210814,1,2
10210815,1,2
10210816,1,3
10210817,1,2
10210818,1,3
10210819,1,3
10210820,1,2
10210821,1,2
10210822,1,2
10210823,1,3
10210824,1,2
10210825,1,2
10210826,1,2
10210827,1,3
10210828,1,3
10210829,1,3
10210830,1,2
10210831,1,2
10210832,1,3
10210833,1,2
10210834,1,2
10210835,1,2
10210836,1,3
10210837,1,2
10210838,1,3
10210839,1,2
10210840,1,3
10210841,1,3
10210842,1,3
10210843,1,2
10210844,1,2
10210845,1,2
10210846,1,3
10210847,1,1
10210848,1,3
10210849,1,2
10210850,1,2
10210851,1,3
10210852,1,3
10210853,1,2
10210854,1,2
10210855,1,2
10210856,1,2
10210857,1,2
10210858,1,3
10210859,1,2
10210860,1,1
10210861,1,2
10210862,1,2
10210863,1,2
10210864,1,3
10210865,1,2
10210866,1,2
10210867,1,3
10210868,1,3
10210869,1,3
10210870,1,2
10210871,1,2
10210872,1,3
10210873,1,3
10210874,1,2
10210875,1,2
10210876,1,3
10210877,1,3
10210878,1,2
10210879,1,3
10210880,1,3
10210881,1,3
10210882,1,2
10210883,1,3
10210884,1,3
10210885,1,3
10210886,1,2
10210887,1,2
10210888,1,3
10210889,1,2
10210890,1,3
10210891,1,2
10210892,1,2
10210893,1,3
10210894,1,2
10210895,1,2
10210896,1,2
10210897,1,2
10210898,1,3
10210899,1,3
10210900,1,3
10210901,1,3
10210902,1,2
10210903,1,2
10210904,1,3
10210905,1,3
10210906,1,2
10210907,1,2
10210908,1,3
10210909,1,3
10210910,1,2
10210911,1,3
10210912,1,3
10210913,1,3
10210914,1,3
10210915,1,3
10210916,1,2
10210917,1,2
10210918,1,2
10210919,1,2
10210920,1,3
10210921,1,2
10210922,1,2
10210923,1,2
10210924,1,3
10210925,1,2
10210926,1,2
10210927,1,3
10210928,1,3
10210929,1,3
10210930,1,2
10210931,1,3
10210932,1,2
10210933,1,3
10210934,1,3
10210935,1,2
10210936,1,3
10210937,1,3
10210938,1,2
10210939,1,2
10210940,1,3
10210941,1,2
10210942,1,2
10210943,1,3
10210944,1,2
10210945,1,3
10210946,1,2
10210947,1,3
10210948,1,3
10210949,1,2
10210950,1,2
10210951,1,3
10210952,1,3
10210953,1,2
10210954,1,2
10210955,1,2
10210956,1,3
10210957,1,3
10210958,1,2
10210959,1,2
10210960,1,2
10210961,1,3
10210962,1,2
10210963,1,2
10210964,1,3
10210965,1,3
10210966,1,2
10210967,1,3
10210968,1,3
10210969,1,2
10210970,1,3
10210971,1,2
10210972,1,2
10210973,1,3
10210974,1,2
10210975,1,3
10210976,1,2
10210977,1,2
10210978,1,2
10210979,1,2
10210980,1,2
10210981,1,3
10210982,1,2
10210983,1,3
10210984,1,3
10210985,1,3
10210986,1,3
10210987,1,3
10210988,1,2
10210989,1,3
10210990,1,3
10210991,1,3
10210992,1,2
10210993,1,3
10210994,1,2
10210995,1,2
10210996,1,2
10210997,1,3
10210998,1,2
10210999,1,3
10211000,1,1
10211001,1,2
10211002,1,2
10211003,1,3
10211004,1,3
10211005,1,2
10211006,1,3
10211007,1,3
10211008,1,3
10211009,1,2
10211010,1,2
10211011,1,2
10211012,1,3
10211013,1,2
10211014,1,3
10211015,1,3
10211016,1,3
10211017,1,2
10211018,1,2
10211019,1,3
10211020,1,2
10211021,1,2
10211022,1,2
10211023,1,2
10211024,1,3
10211025,1,3
10211026,1,2
10211027,1,3
10211028,1,3
10211029,1,3
10211030,1,2
10211031,1,2
10211032,1,3
10211033,1,2
10211034,1,2
10211035,1,2
10211036,1,2
10211037,1,2
10211038,1,3
10211039,1,2
10211040,1,2
10211041,1,3
10211042,1,3
10211043,1,3
10211044,1,3
10211045,1,3
10211046,1,2
10211047,1,3
10211048,1,3
10211049,1,3
10211050,1,2
10211051,1,3
10211052,1,2
10211053,1,3
10211054,1,2
10211055,1,2
10211056,1,1
10211057,1,3
10211058,1,2
10211059,1,3
10211060,1,2
10211061,1,3
10211062,1,2
10211063,1,3
10211064,1,2
10211065,1,2
10211066,1,1
10211067,1,3
10211068,1,3
10211069,1,2
10211070,1,3
10211071,1,3
10211072,1,3
10211073,1,2
10211074,1,3
10211075,1,2
10211076,1,2
10211077,1,3
10211078,1,2
10211079,1,1
10211080,1,3
10211081,1,2
10211082,1,3
10211083,1,3
10211084,1,2
10211085,1,3
10211086,1,2
10211087,1,1
10211088,1,2
10211089,1,3
10211090,1,2
10211091,1,2
10211092,1,3
10211093,1,3
10211094,1,2
10211095,1,2
10211096,1,2
10211097,1,2
10211098,1,3
10211099,1,2
10211100,1,2
10211101,1,2
10211102,1,3
10211103,1,3
10211104,1,3
10211105,1,2
10211106,1,3
10211107,1,2
10211108,1,3
10211109,1,2
10211110,1,2
10211111,1,3
10211112,1,3
10211113,1,3
10211114,1,1
10211115,1,2
10211116,1,2
10211117,1,3
10211118,1,2
10211119,1,3
10211120,1,2
10211121,1,2
10211122,1,2
10211123,1,3
10211124,1,2
10211125,1,2
10211126,1,2
10211127,1,2
10211128,1,2
10211129,1,3
10211130,1,3
10211131,1,2
10211132,1,2
10211133,1,3
10211134,1,3
10211135,1,2
10211136,1,3
10211137,1,2
10211138,1,3
10211139,1,3
10211140,1,3
10211141,1,2
10211142,1,3
10211143,1,3
10211144,1,2
10211145,1,2
10211146,1,2
10211147,1,3
10211148,1,2
10211149,1,3
10211150,1,2
10211151,1,3
10211152,1,2
10211153,1,2
10211154,1,3
10211155,1,2
10211156,1,2
10211157,1,2
10211158,1,3
10211159,1,2
10211160,1,2
10211161,1,2
10211162,1,3
10211163,1,3
10211164,1,3
10211165,1,3
10211166,1,3
10211167,1,3
10211168,1,3
10211169,1,2
10211170,1,3
10211171,1,3
10211172,1,2
10211173,1,2
10211174,1,2
10211175,1,2
10211176,1,3
10211177,1,2
10211178,1,2
10211179,1,2
10211180,1,2
10211181,1,2
10211182,1,3
10211183,1,3
10211184,1,3
10211185,1,2
10211186,1,2
10211187,1,3
10211188,1,2
10211189,1,2
10211190,1,3
10211191,1,3
10211192,1,2
10211193,1,2
10211194,1,2
10211195,1,3
10211196,1,3
10211197,1,3
10211198,1,2
10211199,1,3
10211200,1,2
10211201,1,3
10211202,1,2
10211203,1,3
10211204,1,3
10211205,1,3
10211206,1,2
10211207,1,2
10211208,1,3
10211209,1,3
10211210,1,2
10211211,1,2
10211212,1,3
10211213,1,3
10211214,1,3
10211215,1,3
10211216,1,2
10211217,1,3
10211218,1,2
10211219,1,3
10211220,1,3
10211221,1,2
10211222,1,2
10211223,1,2
10211224,1,3
10211225,1,3
10211226,1,2
10211227,1,2
10211228,1,2
10211229,1,2
10211230,1,1
10211231,1,3
10211232,1,3
10211233,1,2
10211234,1,2
10211235,1,2
10211236,1,3
10211237,1,2
10211238,1,3
10211239,1,3
10211240,1,3
10211241,1,2
10211242,1,3
10211243,1,3
10211244,1,2
10211245,1,1
10211246,1,2
10211247,1,2
10211248,1,2
10211249,1,3
10211250,1,2
10211251,1,3
10211252,1,3
10211253,1,2
10211254,1,3
10211255,1,2
10211256,1,2
10211257,1,2
10211258,1,3
10211259,1,2
10211260,1,3
10211261,1,2
10211262,1,2
10211263,1,2
10211264,1,2
10211265,1,2
10211266,1,3
10211267,1,3
10211268,1,3
10211269,1,2
10211270,1,3
10211271,1,2
10211272,1,2
10211273,1,2
10211274,1,3
10211275,1,3
10211276,1,3
10211277,1,2
10211278,1,2
10211279,1,2
10211280,1,2
10211281,1,1
10211282,1,2
10211283,1,2
10211284,1,2
10211285,1,3
10211286,1,2
10211287,1,3
10211288,1,3
10211289,1,3
10211290,1,3
10211291,1,2
10211292,1,3
10211293,1,3
10211294,1,2
10211295,1,2
10211296,1,3
10211297,1,1
10211298,1,2
10211299,1,2
10211300,1,3
10211301,1,3
10211302,1,3
10211303,1,2
10211304,1,2
10211305,1,2
10211306,1,3
10211307,1,3
10211308,1,2
10211309,1,3
10211310,1,3
10211311,1,2
10211312,1,2
10211313,1,3
10211314,1,3
10211315,1,3
10211316,1,2
10211317,1,2
10211318,1,3
10211319,1,2
10211320,1,3
10211321,1,2
10211322,1,2
10211323,1,2
10211324,1,3
10211325,1,2
10211326,1,3
10211327,1,2
10211328,1,1
10211329,1,3
10211330,1,3
10211331,1,3
10211332,1,2
10211333,1,2
10211334,1,2
10211335,1,2
10211336,1,2
10211337,1,2
10211338,1,3
10211339,1,2
10211340,1,3
10211341,1,3
10211342,1,3
10211343,1,2
10211344,1,2
10211345,1,3
10211346,1,3
10211347,1,3
10211348,1,2
10211349,1,3
10211350,1,2
10211351,1,2
10211352,1,2
10211353,1,3
10211354,1,2
10211355,1,3
10211356,1,1
10211357,1,3
10211358,1,2
10211359,1,3
10211360,1,3
10211361,1,2
10211362,1,2
10211363,1,3
10211364,1,3
10211365,1,2
10211366,1,3
10211367,1,2
10211368,1,3
10211369,1,2
10211370,1,2
10211371,1,2
10211372,1,3
10211373,1,3
10211374,1,3
10211375,1,3
10211376,1,3
10211377,1,2
10211378,1,2
10211379,1,2
10211380,1,2
10211381,1,2
10211382,1,2
10211383,1,2
10211384,1,3
10211385,1,3
10211386,1,3
10211387,1,3
10211388,1,2
10211389,1,1
10211390,1,2
10211391,1,2
10211392,1,3
10211393,1,2
10211394,1,2
10211395,1,2
10211396,1,3
10211397,1,1
10211398,1,3
10211399,1,3
10211400,1,1
10211401,1,1
10211402,1,3
10211403,1,2
10211404,1,2
10211405,1,2
10211406,1,3
10211407,1,2
10211408,1,2
10211409,1,3
10211410,1,2
10211411,1,2
10211412,1,3
10211413,1,2
10211414,1,3
10211415,1,2
10211416,1,3
10211417,1,3
10211418,1,2
10211419,1,2
10211420,1,3
10211421,1,2
10211422,1,3
10211423,1,3
10211424,1,2
10211425,1,3
10211426,1,2
10211427,1,2
10211428,1,2
10211429,1,2
10211430,1,2
10211431,1,3
10211432,1,3
10211433,1,2
10211434,1,2
10211435,1,3
10211436,1,2
10211437,1,1
10211438,1,1
10211439,1,2
10211440,1,2
10211441,1,2
10211442,1,2
10211443,1,2
10211444,1,2
10211445,1,3
10211446,1,2
10211447,1,2
10211448,1,2
10211449,1,2
10211450,1,3
10211451,1,2
10211452,1,2
10211453,1,2
10211454,1,2
10211455,1,2
10211456,1,3
10211457,1,3
10211458,1,3
10211459,1,2
10211460,1,3
10211461,1,2
10211462,1,2
10211463,1,2
10211464,1,2
10211465,1,3
10211466,1,2
10211467,1,3
10211468,1,3
10211469,1,3
10211470,1,3
10211471,1,3
10211472,1,3
10211473,1,2
10211474,1,2
10211475,1,2
10211476,1,2
10211477,1,3
10211478,1,2
10211479,1,2
10211480,1,3
10211481,1,2
10211482,1,3
10211483,1,3
10211484,1,2
10211485,1,3
10211486,1,2
10211487,1,2
10211488,1,3
10211489,1,3
10211490,1,3
10211491,1,3
10211492,1,2
10211493,1,2
10211494,1,2
10211495,1,3
10211496,1,2
10211497,1,3
10211498,1,3
10211499,1,3
10211500,1,2
10211501,1,2
10211502,1,2
10211503,1,2
10211504,1,3
10211505,1,3
10211506,1,3
10211507,1,3
10211508,1,2
10211509,1,3
10211510,1,2
10211511,1,3
10211512,1,2
10211513,1,2
10211514,1,2
10211515,1,2
10211516,1,2
10211517,1,3
10211518,1,2
10211519,1,3
10211520,1,2
10211521,1,3
10211522,1,3
10211523,1,3
10211524,1,3
10211525,1,2
10211526,1,2
10211527,1,2
10211528,1,3
10211529,1,2
10211530,1,2
10211531,1,2
10211532,1,2
10211533,1,2
10211534,1,2
10211535,1,2
10211536,1,3
10211537,1,2
10211538,1,1
10211539,1,2
10211540,1,3
10211541,1,2
10211542,1,2
10211543,1,2
10211544,1,2
10211545,1,2
10211546,1,2
10211547,1,3
10211548,1,2
10211549,1,2
10211550,1,3
10211551,1,3
10211552,1,2
10211553,1,3
10211554,1,3
10211555,1,2
10211556,1,2
10211557,1,2
10211558,1,2
10211559,1,3
10211560,1,3
10211561,1,2
10211562,1,2
10211563,1,3
10211564,1,2
10211565,1,3
10211566,1,3
10211567,1,2
10211568,1,2
10211569,1,3
10211570,1,3
10211571,1,2
10211572,1,2
10211573,1,3
10211574,1,3
10211575,1,3
10211576,1,3
10211577,1,2
10211578,1,3
10211579,1,2
10211580,1,2
10211581,1,3
10211582,1,3
10211583,1,3
10211584,1,2
10211585,1,2
10211586,1,3
10211587,1,3
10211588,1,1
10211589,1,2
10211590,1,2
10211591,1,3
10211592,1,3
10211593,1,3
10211594,1,2
10211595,1,2
10211596,1,2
10211597,1,2
10211598,1,2
10211599,1,3
10211600,1,2
10211601,1,2
10211602,1,3
10211603,1,2
10211604,1,3
10211605,1,3
10211606,1,2
10211607,1,3
10211608,1,2
10211609,1,2
10211610,1,2
10211611,1,2
10211612,1,3
10211613,1,3
10211614,1,2
10211615,1,3
10211616,1,3
10211617,1,2
10211618,1,3
10211619,1,2
10211620,1,3
10211621,1,3
10211622,1,2
10211623,1,2
10211624,1,3
10211625,1,2
10211626,1,2
10211627,1,2
10211628,1,3
10211629,1,2
10211630,1,2
10211631,1,2
10211632,1,2
10211633,1,3
10211634,1,3
10211635,1,3
10211636,1,2
10211637,1,3
10211638,1,1
10211639,1,2
10211640,1,2
10211641,1,2
10211642,1,2
10211643,1,2
10211644,1,2
10211645,1,2
10211646,1,2
10211647,1,2
10211648,1,3
10211649,1,3
10211650,1,2
10211651,1,3
10211652,1,2
10211653,1,2
10211654,1,2
10211655,1,2
10211656,1,3
10211657,1,2
10211658,1,2
10211659,1,3
10211660,1,3
10211661,1,2
10211662,1,2
10211663,1,2
10211664,1,2
10211665,1,3
10211666,1,3
10211667,1,2
10211668,1,3
10211669,1,2
10211670,1,3
10211671,1,2
10211672,1,3
10211673,1,2
10211674,1,1
10211675,1,3
10211676,1,3
10211677,1,2
10211678,1,3
10211679,1,2
10211680,1,3
10211681,1,2
10211682,1,3
10211683,1,2
10211684,1,3
10211685,1,2
10211686,1,2
10211687,1,2
10211688,1,2
10211689,1,3
10211690,1,1
10211691,1,3
